order_id,city,cuisine,day,order_hour,quantity,distance_km,order_value,delivery_time_min,payment,rating,tip,was_late
ORD10422,Mumbai,Desserts,Sun,23,3,2.3,563,27,UPI,5.0,35.0,No
ORD10481,Pune,Biryani,Sun,1,1,2.5,359,31,Card,3.0,40.0,No
ORD10507,Mumbai,South Indian,Thu,20,4,7.6,547,40,UPI,4.0,,No
ORD10164,Delhi,Burger,Sat,3,1,2.1,285,22,Card,,,No
ORD10453,Pune,Biryani,Sun,22,1,4.6,350,33,UPI,,30.0,No
ORD10391,Delhi,Biryani,Wed,22,1,3.4,292,23,Card,5.0,15.0,No
ORD10287,Delhi,South Indian,Thu,13,3,2.7,355,17,UPI,,,No
ORD10250,Pune,South Indian,Mon,22,1,7.0,130,22,UPI,3.0,35.0,No
ORD10265,Bangalore,Chinese,Sat,19,5,4.2,1080,30,UPI,4.0,,No
ORD10377,Hyderabad,Biryani,Sun,19,2,3.3,714,22,UPI,5.0,,No
ORD10294,Mumbai,Desserts,Sun,3,4,1.9,764,26,Cash,4.0,15.0,No
ORD10388,Hyderabad,Pizza,Sun,16,5,3.7,1232,22,UPI,5.0,,No
ORD10295,Delhi,Chinese,Sat,13,4,4.9,899,22,UPI,5.0,,No
ORD10233,Hyderabad,Desserts,Thu,20,4,0.5,660,16,Cash,4.0,,No
ORD10552,Pune,South Indian,Sat,2,2,0.5,343,17,Card,4.0,30.0,No
ORD10547,Pune,South Indian,Fri,20,3,3.6,288,29,UPI,4.0,,No
ORD10305,Pune,Pizza,Mon,23,1,1.2,288,8,UPI,3.0,30.0,No
ORD10541,Bangalore,Chinese,Wed,1,2,0.6,447,15,Cash,3.0,,No
ORD10512,Bangalore,Chinese,Sun,21,5,1.2,1041,17,Card,4.0,30.0,No
ORD10172,Mumbai,Pizza,Sat,19,2,1.7,575,25,UPI,5.0,25.0,No
ORD10158,Mumbai,Chinese,Sun,22,2,4.2,506,33,UPI,4.0,40.0,No
ORD10384,Pune,Pizza,Tue,0,3,6.6,623,26,UPI,4.0,,No
ORD10308,Mumbai,Chinese,Sun,13,2,1.4,446,28,Cash,4.0,,No
ORD10405,Pune,Biryani,Sat,13,4,7.7,1178,38,UPI,3.0,20.0,No
ORD10497,Bangalore,Desserts,Sun,2,5,8.0,815,44,Card,2.0,50.0,Yes
ORD10524,Bangalore,Pizza,Tue,20,2,1.1,452,29,UPI,5.0,55.0,No
ORD10465,Pune,Biryani,Sat,18,4,2.1,1255,30,UPI,5.0,45.0,No
ORD10344,Bangalore,Chinese,Mon,21,2,2.6,389,27,UPI,4.0,30.0,No
ORD10358,Bangalore,Pizza,Sun,14,5,1.7,1450,27,UPI,5.0,,No
ORD10157,Delhi,South Indian,Sat,16,2,9.7,365,39,Card,,10.0,No
ORD10180,Mumbai,South Indian,Sun,14,1,2.2,168,36,UPI,3.0,25.0,No
ORD10153,Bangalore,South Indian,Sun,20,3,8.4,519,36,UPI,,40.0,No
ORD10152,Mumbai,Pizza,Tue,17,5,3.0,1344,22,UPI,,35.0,No
ORD10079,Pune,Pizza,Mon,14,3,5.4,900,29,UPI,4.0,,No
ORD10546,Bangalore,South Indian,Sat,21,2,1.5,350,29,UPI,5.0,,No
ORD10141,Bangalore,South Indian,Sun,18,2,2.0,347,30,Card,4.0,45.0,No
ORD10494,Delhi,Biryani,Wed,14,2,0.7,541,10,UPI,5.0,25.0,No
ORD10472,Delhi,South Indian,Sun,20,1,,209,17,Cash,4.0,,No
ORD10093,Hyderabad,Pizza,Sat,19,1,8.6,343,49,UPI,3.0,,Yes
ORD10539,Delhi,Biryani,Fri,12,3,4.9,686,23,Card,5.0,15.0,No
ORD10579,Pune,South Indian,Mon,22,2,4.3,246,25,Card,3.0,20.0,No
ORD10320,Pune,Pizza,Sat,16,3,7.6,911,31,UPI,3.0,45.0,No
ORD10132,Delhi,Biryani,Sat,3,4,12.3,1175,45,UPI,5.0,20.0,Yes
ORD10198,Pune,Pizza,Sat,20,3,2.3,701,27,Cash,3.0,25.0,No
ORD10412,Hyderabad,Pizza,Wed,21,4,6.9,907,38,Card,4.0,15.0,No
ORD10583,Pune,Chinese,Thu,21,1,4.6,167,29,UPI,3.0,20.0,No
ORD10105,Delhi,Burger,Wed,23,3,3.8,570,22,UPI,3.0,,No
ORD10586,Bangalore,Chinese,Thu,19,1,1.8,176,20,Card,4.0,50.0,No
ORD10517,Bangalore,Burger,Tue,2,2,3.1,311,22,UPI,3.0,40.0,No
ORD10594,Pune,Biryani,Mon,2,4,6.6,1150,28,UPI,5.0,20.0,No
ORD10200,Mumbai,Biryani,Wed,3,1,4.0,201,30,UPI,5.0,40.0,No
ORD10357,Mumbai,Desserts,Sat,14,5,5.0,816,44,UPI,3.0,,Yes
ORD10558,Pune,South Indian,Fri,21,3,0.7,398,15,Cash,,5.0,No
ORD10442,Bangalore,Pizza,Fri,14,1,7.0,226,38,Card,4.0,45.0,No
ORD10514,Pune,Pizza,Sat,14,2,0.6,538,20,Card,5.0,40.0,No
ORD10575,Mumbai,Pizza,Sat,22,2,1.2,729,29,Card,5.0,,No
ORD10134,Hyderabad,Chinese,Mon,20,4,2.3,758,27,Card,5.0,30.0,No
ORD10119,Pune,Burger,Sat,20,4,0.8,685,11,UPI,4.0,20.0,No
ORD10303,Pune,Biryani,Thu,20,8,3.9,1944,23,Card,4.0,40.0,No
ORD10135,Pune,Pizza,Tue,14,2,2.2,385,25,Card,5.0,30.0,No
ORD10439,Mumbai,South Indian,Sat,13,3,3.8,433,32,Card,5.0,25.0,No
ORD10450,Bangalore,Burger,Sun,23,4,3.9,837,35,UPI,3.0,35.0,No
ORD10536,Pune,Biryani,Mon,22,1,2.0,241,23,Card,4.0,,No
ORD10425,Mumbai,Desserts,Wed,2,8,3.2,1348,23,UPI,4.0,45.0,No
ORD10006,Delhi,Biryani,Fri,19,2,9.0,533,37,Card,,,No
ORD10279,Mumbai,Biryani,Wed,3,1,1.8,244,34,UPI,5.0,,No
ORD10417,Delhi,Pizza,Sat,16,2,1.2,577,24,UPI,5.0,20.0,No
ORD10283,Pune,Pizza,Sun,3,3,6.0,861,34,UPI,,35.0,No
ORD10316,Pune,Burger,Tue,14,4,1.7,840,23,Cash,4.0,5.0,No
ORD10196,Bangalore,Pizza,Sat,22,4,0.7,1217,20,UPI,5.0,,No
ORD10116,Pune,Pizza,Fri,23,2,4.7,443,18,Card,5.0,40.0,No
ORD10509,Mumbai,Biryani,Fri,20,1,8.4,333,44,UPI,4.0,35.0,Yes
ORD10076,Bangalore,Chinese,Mon,20,1,2.9,182,17,Cash,,35.0,No
ORD10484,Bangalore,Desserts,Mon,17,3,10.2,493,46,UPI,2.0,30.0,Yes
ORD10454,Delhi,Burger,Fri,3,3,2.4,597,21,UPI,5.0,15.0,No
ORD10532,Hyderabad,Biryani,Sun,18,2,1.7,632,20,UPI,3.0,35.0,No
ORD10334,Delhi,Biryani,Sun,12,3,5.7,879,37,UPI,3.0,15.0,No
ORD10209,Hyderabad,Biryani,Sun,22,2,0.5,571,29,Card,,10.0,No
ORD10207,Pune,Pizza,Sat,16,5,2.4,1383,28,UPI,5.0,30.0,No
ORD10074,Hyderabad,Biryani,Fri,22,6,4.3,1895,29,Cash,5.0,,No
ORD10009,Bangalore,Biryani,Fri,18,2,1.9,626,28,UPI,4.0,,No
ORD10223,Bangalore,Pizza,Tue,19,3,4.1,635,22,Card,5.0,40.0,No
ORD10046,Bangalore,Biryani,Fri,3,5,1.8,1112,29,Cash,5.0,45.0,No
ORD10263,Mumbai,Biryani,Tue,21,3,6.0,740,35,UPI,4.0,40.0,No
ORD10028,Bangalore,Burger,Sat,14,2,5.7,426,31,UPI,3.0,50.0,No
ORD10004,Mumbai,Pizza,Thu,22,3,4.7,791,46,UPI,2.0,50.0,Yes
ORD10324,Delhi,Chinese,Sun,20,3,4.0,711,26,UPI,,,No
ORD10017,Mumbai,Pizza,Fri,14,2,3.9,472,36,Card,4.0,35.0,No
ORD10240,Mumbai,South Indian,Sat,13,1,6.1,184,37,UPI,,40.0,No
ORD10042,Mumbai,Desserts,Thu,1,1,1.4,158,27,Cash,4.0,40.0,No
ORD10177,Hyderabad,South Indian,Sat,19,4,7.8,529,47,Cash,3.0,,Yes
ORD10273,Hyderabad,Biryani,Sat,12,1,1.4,335,20,Card,,35.0,No
ORD10156,Pune,Desserts,Mon,21,1,13.6,164,45,UPI,3.0,20.0,Yes
ORD10479,Mumbai,South Indian,Tue,14,2,3.9,251,21,UPI,5.0,30.0,No
ORD10080,Mumbai,Biryani,Mon,20,2,8.2,529,40,Cash,5.0,,No
ORD10403,Mumbai,Chinese,Sat,14,6,2.6,1150,32,UPI,,45.0,No
ORD10165,Mumbai,Biryani,Sun,20,2,2.7,603,26,UPI,5.0,40.0,No
ORD10060,Delhi,Desserts,Sun,22,5,3.0,896,26,UPI,5.0,30.0,No
ORD10426,Pune,South Indian,Tue,22,1,2.3,137,30,Card,,35.0,No
ORD10394,Mumbai,Biryani,Sat,20,3,4.2,771,33,UPI,3.0,35.0,No
ORD10483,Pune,Burger,Fri,2,4,4.4,646,24,UPI,4.0,,No
ORD10526,Delhi,South Indian,Mon,20,4,1.1,503,14,UPI,4.0,10.0,No
ORD10184,Hyderabad,Pizza,Fri,18,1,1.1,247,16,UPI,4.0,30.0,No
ORD10321,Hyderabad,Burger,Thu,12,3,2.8,462,27,Cash,5.0,,No
ORD10178,Pune,Pizza,Fri,19,1,6.3,267,36,UPI,,35.0,No
ORD10543,Delhi,Desserts,Sun,21,3,2.0,637,21,Card,4.0,,No
ORD10094,Delhi,Biryani,Thu,13,2,3.0,499,26,UPI,4.0,30.0,No
ORD10169,Pune,Pizza,Mon,2,3,5.1,798,39,Card,4.0,,No
ORD10202,Bangalore,Burger,Sat,2,1,10.3,266,42,UPI,,30.0,Yes
ORD10083,Bangalore,Desserts,Sat,20,4,6.9,630,33,Card,4.0,40.0,No
ORD10470,Mumbai,Biryani,Fri,20,2,,519,25,UPI,4.0,,No
ORD10159,Pune,Pizza,Sun,22,1,3.0,337,32,UPI,2.0,25.0,No
ORD10086,Bangalore,Chinese,Sat,22,3,3.6,640,30,UPI,4.0,45.0,No
ORD10192,Bangalore,Pizza,Fri,22,2,1.4,500,27,Card,2.0,45.0,No
ORD10154,Pune,Biryani,Wed,12,5,4.3,1261,18,Card,5.0,30.0,No
ORD10155,Delhi,South Indian,Mon,17,5,2.1,669,17,UPI,,20.0,No
ORD10131,Hyderabad,Burger,Fri,1,2,2.8,394,14,UPI,5.0,30.0,No
ORD10406,Delhi,South Indian,Tue,20,8,1.7,939,17,Card,,35.0,No
ORD10398,Delhi,Desserts,Wed,12,3,4.2,494,20,UPI,5.0,15.0,No
ORD10373,Delhi,Chinese,Sun,14,3,6.9,644,38,UPI,,10.0,No
ORD10596,Pune,Chinese,Sat,21,8,0.6,1437,21,UPI,,25.0,No
ORD10445,Mumbai,Biryani,Sun,14,3,2.6,801,35,Cash,4.0,15.0,No
ORD10011,Hyderabad,Biryani,Sun,23,3,2.2,781,13,UPI,4.0,35.0,No
ORD10087,Bangalore,South Indian,Sun,21,3,1.8,434,24,UPI,4.0,45.0,No
ORD10036,Hyderabad,South Indian,Sun,14,1,2.0,208,27,Cash,3.0,,No
ORD10581,Delhi,Desserts,Tue,12,2,4.7,334,31,Card,,10.0,No
ORD10214,Mumbai,Pizza,Wed,21,6,3.6,1334,33,UPI,5.0,30.0,No
ORD10382,Bangalore,Pizza,Sat,19,3,0.5,883,20,UPI,5.0,25.0,No
ORD10029,Mumbai,Desserts,Sun,20,1,2.5,263,22,UPI,5.0,40.0,No
ORD10595,Pune,Biryani,Tue,0,3,8.0,751,29,Card,5.0,15.0,No
ORD10312,Hyderabad,Biryani,Wed,0,3,4.5,678,16,UPI,,,No
ORD10304,Bangalore,Biryani,Thu,0,2,0.9,389,13,UPI,4.0,50.0,No
ORD10118,Bangalore,Desserts,Sat,0,3,1.6,453,28,Cash,5.0,40.0,No
ORD10108,Hyderabad,Chinese,Fri,13,3,0.9,586,20,UPI,4.0,10.0,No
ORD10199,Mumbai,South Indian,Wed,20,4,1.6,486,24,Cash,4.0,25.0,No
ORD10259,Hyderabad,Burger,Thu,22,6,5.7,773,33,Card,3.0,,No
ORD10282,Pune,Biryani,Sat,13,2,3.9,610,21,UPI,4.0,,No
ORD10053,Mumbai,Pizza,Fri,1,1,1.1,238,12,UPI,5.0,45.0,No
ORD10490,Pune,Biryani,Sat,13,2,4.2,565,23,UPI,5.0,,No
ORD10354,Mumbai,South Indian,Fri,20,8,8.8,893,46,Card,2.0,35.0,Yes
ORD10030,Mumbai,South Indian,Thu,12,4,2.6,432,16,Card,5.0,20.0,No
ORD10336,Mumbai,South Indian,Sat,17,2,6.0,307,37,UPI,5.0,50.0,No
ORD10436,Pune,Pizza,Sat,17,1,5.0,312,36,UPI,5.0,30.0,No
ORD10012,Hyderabad,Pizza,Mon,0,6,8.0,1466,31,UPI,5.0,20.0,No
ORD10143,Pune,South Indian,Sat,22,5,3.0,793,18,UPI,5.0,30.0,No
ORD10395,Bangalore,Burger,Tue,0,1,3.7,165,27,UPI,4.0,45.0,No
ORD10538,Pune,South Indian,Sat,20,5,8.6,622,34,UPI,5.0,20.0,No
ORD10542,Hyderabad,Desserts,Sun,20,1,4.9,241,33,UPI,5.0,20.0,No
ORD10286,Hyderabad,South Indian,Wed,12,4,4.4,450,25,UPI,,25.0,No
ORD10510,Delhi,Pizza,Tue,3,2,1.4,566,9,Cash,5.0,5.0,No
ORD10068,Mumbai,Chinese,Sun,21,8,2.0,1773,33,Cash,5.0,,No
ORD10516,Hyderabad,Biryani,Thu,23,3,2.4,846,16,Cash,3.0,,No
ORD10339,Hyderabad,South Indian,Thu,20,2,14.0,220,59,Card,4.0,45.0,Yes
ORD10325,Bangalore,Pizza,Fri,19,1,1.4,219,25,Card,,,No
ORD10452,Pune,Burger,Thu,3,1,7.8,141,31,Card,5.0,35.0,No
ORD10376,Pune,Biryani,Thu,16,2,4.5,464,26,Cash,5.0,,No
ORD10330,Delhi,Biryani,Fri,3,2,2.5,471,19,UPI,,20.0,No
ORD10299,Bangalore,Chinese,Sat,17,3,0.8,642,24,UPI,,40.0,No
ORD10315,Hyderabad,Pizza,Fri,13,4,3.9,959,21,Card,4.0,25.0,No
ORD10249,Pune,Biryani,Sun,3,3,7.3,933,32,UPI,4.0,25.0,No
ORD10474,Hyderabad,Pizza,Sun,13,6,12.4,1545,51,Card,3.0,35.0,Yes
ORD10264,Delhi,Chinese,Fri,19,1,1.2,221,12,UPI,4.0,,No
ORD10434,Hyderabad,Biryani,Sat,12,3,4.5,1047,23,UPI,4.0,,No
ORD10387,Mumbai,Burger,Tue,21,2,1.6,352,20,UPI,4.0,40.0,No
ORD10306,Mumbai,Chinese,Sun,14,6,1.6,1460,26,UPI,4.0,30.0,No
ORD10342,Hyderabad,Chinese,Sun,22,2,5.1,532,36,Cash,4.0,15.0,No
ORD10020,Pune,Chinese,Mon,18,1,3.8,181,19,Cash,4.0,30.0,No
ORD10482,Mumbai,Biryani,Thu,21,8,12.3,2114,48,Card,,35.0,Yes
ORD10122,Hyderabad,Burger,Sat,3,3,4.0,494,32,Card,5.0,,No
ORD10496,Delhi,Chinese,Wed,16,4,7.8,821,29,Card,3.0,10.0,No
ORD10500,Pune,Chinese,Mon,21,5,5.0,996,25,UPI,4.0,,No
ORD10137,Delhi,Pizza,Wed,22,1,1.0,252,8,UPI,,20.0,No
ORD10488,Bangalore,South Indian,Wed,19,2,1.9,254,20,Cash,5.0,20.0,No
ORD10203,Pune,South Indian,Sat,19,4,2.9,606,18,Card,4.0,35.0,No
ORD10085,Pune,Chinese,Fri,19,5,2.7,1011,28,UPI,5.0,25.0,No
ORD10593,Hyderabad,South Indian,Sat,17,4,7.5,458,46,UPI,3.0,25.0,Yes
ORD10114,Pune,South Indian,Sun,18,5,1.8,728,21,Card,5.0,15.0,No
ORD10185,Mumbai,Desserts,Wed,19,5,6.5,861,40,Card,3.0,20.0,No
ORD10044,Delhi,Burger,Mon,19,1,12.3,203,45,Card,,20.0,Yes
ORD10506,Mumbai,Biryani,Sat,17,2,7.7,455,37,UPI,4.0,30.0,No
ORD10495,Delhi,South Indian,Tue,20,1,1.0,116,16,UPI,3.0,15.0,No
ORD10534,Hyderabad,South Indian,Sat,19,3,0.7,484,32,UPI,4.0,40.0,No
ORD10062,Mumbai,Chinese,Sat,20,3,1.6,576,21,UPI,2.0,40.0,No
ORD10088,Bangalore,Desserts,Thu,17,2,1.0,294,17,Card,,,No
ORD10567,Hyderabad,South Indian,Thu,14,6,1.1,656,24,UPI,3.0,30.0,No
ORD10227,Bangalore,Pizza,Thu,22,3,2.4,831,27,UPI,3.0,40.0,No
ORD10471,Mumbai,Burger,Mon,13,6,6.2,1046,41,UPI,4.0,35.0,Yes
ORD10292,Mumbai,Chinese,Sat,21,1,8.5,251,57,Cash,3.0,30.0,Yes
ORD10213,Mumbai,Chinese,Sun,14,1,8.3,247,51,UPI,4.0,,Yes
ORD10112,Mumbai,Chinese,Sun,0,1,10.7,281,45,UPI,,25.0,Yes
ORD10034,Bangalore,Biryani,Sat,20,5,2.6,1367,28,UPI,4.0,40.0,No
ORD10174,Hyderabad,Chinese,Fri,19,8,5.2,1627,24,Cash,3.0,15.0,No
ORD10001,Pune,Biryani,Fri,21,3,6.0,851,28,Card,5.0,35.0,No
ORD10427,Mumbai,Pizza,Sat,14,5,2.0,1313,31,UPI,5.0,50.0,No
ORD10136,Bangalore,Biryani,Thu,20,2,4.5,503,25,Card,4.0,45.0,No
ORD10466,Pune,Pizza,Sun,20,6,6.4,1659,31,UPI,5.0,40.0,No
ORD10112,Mumbai,Chinese,Sun,0,1,10.7,281,45,UPI,,25.0,Yes
ORD10359,Mumbai,Biryani,Wed,20,3,2.6,689,23,UPI,4.0,15.0,No
ORD10025,Mumbai,Biryani,Sat,22,4,4.6,1029,32,Card,4.0,15.0,No
ORD10597,Delhi,Pizza,Thu,23,1,9.3,297,26,UPI,5.0,,No
ORD10226,Mumbai,Biryani,Fri,23,3,3.4,796,31,UPI,4.0,35.0,No
ORD10327,Mumbai,Pizza,Mon,18,1,4.6,229,27,UPI,5.0,30.0,No
ORD10561,Hyderabad,Pizza,Wed,13,3,5.0,460,22,UPI,3.0,30.0,No
ORD10191,Pune,Burger,Mon,14,2,2.8,312,21,Cash,5.0,,No
ORD10522,Hyderabad,South Indian,Mon,21,2,6.3,270,25,UPI,4.0,25.0,No
ORD10244,Bangalore,Biryani,Tue,0,2,7.7,510,31,Card,5.0,50.0,No
ORD10267,Bangalore,Desserts,Sat,14,4,3.5,834,32,UPI,,50.0,No
ORD10530,Hyderabad,Chinese,Fri,21,3,4.6,558,21,Card,5.0,30.0,No
ORD10049,Delhi,South Indian,Sat,18,6,5.9,883,39,UPI,5.0,20.0,No
ORD10205,Delhi,Pizza,Tue,20,3,3.2,830,23,UPI,3.0,15.0,No
ORD10103,Bangalore,Burger,Sun,1,2,3.9,405,33,UPI,5.0,50.0,No
ORD10067,Pune,Biryani,Wed,0,3,3.0,949,24,Card,4.0,30.0,No
ORD10023,Delhi,Pizza,Sun,20,4,2.5,1069,17,Cash,4.0,15.0,No
ORD10590,Mumbai,Pizza,Tue,12,4,1.5,1040,29,Cash,5.0,25.0,No
ORD10464,Bangalore,South Indian,Sat,12,3,1.4,424,23,UPI,3.0,35.0,No
ORD10511,Mumbai,Chinese,Sun,13,2,2.4,448,36,UPI,,30.0,No
ORD10333,Mumbai,Pizza,Wed,21,5,5.0,1346,32,Card,,30.0,No
ORD10351,Pune,Burger,Fri,16,2,1.4,351,22,UPI,3.0,40.0,No
ORD10254,Hyderabad,Biryani,Wed,13,6,4.0,1678,31,Card,4.0,,No
ORD10468,Delhi,Burger,Mon,14,3,,471,44,UPI,5.0,10.0,Yes
ORD10470,Mumbai,Biryani,Fri,20,2,,519,25,UPI,4.0,,No
ORD10162,Mumbai,Chinese,Sun,21,5,,1011,31,UPI,5.0,40.0,No
ORD10375,Hyderabad,Desserts,Fri,20,2,1.6,304,18,Card,5.0,25.0,No
ORD10065,Hyderabad,Chinese,Sun,12,2,2.6,480,29,UPI,3.0,35.0,No
ORD10421,Pune,Pizza,Thu,19,3,0.5,584,11,UPI,4.0,20.0,No
ORD10204,Delhi,South Indian,Thu,13,3,3.4,373,25,UPI,4.0,,No
ORD10527,Hyderabad,Chinese,Fri,20,3,2.0,599,17,Card,4.0,25.0,No
ORD10570,Hyderabad,Burger,Sat,1,3,3.7,484,25,UPI,,,No
ORD10560,Bangalore,Burger,Fri,22,5,1.5,944,15,Card,,35.0,No
ORD10225,Mumbai,South Indian,Mon,22,1,4.4,124,27,UPI,4.0,,No
ORD10210,Hyderabad,Biryani,Sun,18,5,5.4,1427,32,UPI,4.0,15.0,No
ORD10566,Bangalore,Biryani,Sun,0,3,3.3,1027,21,Card,5.0,40.0,No
ORD10498,Mumbai,Chinese,Mon,20,3,1.8,596,28,UPI,5.0,,No
ORD10307,Bangalore,Pizza,Mon,21,2,6.8,431,42,UPI,2.0,30.0,Yes
ORD10170,Bangalore,South Indian,Fri,16,3,6.7,364,37,UPI,5.0,40.0,No
ORD10367,Hyderabad,Biryani,Fri,16,8,3.7,2254,19,Card,5.0,,No
ORD10355,Pune,Burger,Thu,19,4,1.2,679,20,Card,,,No
ORD10577,Bangalore,South Indian,Sat,20,1,1.6,225,29,Card,5.0,50.0,No
ORD10414,Delhi,Burger,Sun,23,3,10.7,557,43,UPI,4.0,20.0,Yes
ORD10231,Pune,Chinese,Sun,14,4,4.2,950,18,UPI,4.0,15.0,No
ORD10047,Bangalore,Chinese,Sun,20,2,1.8,453,29,Card,5.0,,No
ORD10501,Hyderabad,Pizza,Fri,12,1,3.4,215,20,UPI,4.0,35.0,No
ORD10241,Delhi,Pizza,Fri,13,1,5.0,252,33,UPI,5.0,15.0,No
ORD10400,Bangalore,Burger,Fri,19,1,4.8,170,23,UPI,4.0,40.0,No
ORD10248,Pune,South Indian,Thu,21,2,12.4,267,44,UPI,3.0,25.0,Yes
ORD10456,Pune,Burger,Thu,18,2,5.7,400,25,UPI,5.0,40.0,No
ORD10206,Delhi,Burger,Thu,14,1,2.5,188,12,UPI,2.0,,No
ORD10372,Pune,Biryani,Sat,0,3,5.0,882,17,UPI,,,No
ORD10109,Bangalore,Biryani,Fri,1,2,3.3,392,25,UPI,5.0,45.0,No
ORD10220,Pune,South Indian,Sun,12,2,1.2,370,22,UPI,4.0,15.0,No
ORD10291,Mumbai,Biryani,Fri,20,3,3.4,655,28,UPI,4.0,25.0,No
ORD10002,Bangalore,Chinese,Sat,21,2,2.3,447,31,Card,5.0,,No
ORD10329,Hyderabad,Biryani,Fri,2,2,4.5,551,21,UPI,2.0,40.0,No
ORD10508,Pune,Pizza,Tue,18,4,2.5,981,25,Cash,,20.0,No
ORD10569,Delhi,Chinese,Mon,14,5,2.4,942,17,UPI,5.0,,No
ORD10553,Mumbai,South Indian,Sat,22,1,3.5,225,33,Cash,4.0,25.0,No
ORD10404,Pune,Biryani,Fri,23,1,2.2,196,16,UPI,5.0,30.0,No
ORD10537,Bangalore,Pizza,Fri,20,4,6.8,853,37,UPI,4.0,40.0,No
ORD10262,Bangalore,South Indian,Sat,12,2,5.5,342,36,UPI,,30.0,No
ORD10389,Bangalore,South Indian,Sun,17,3,1.4,404,22,UPI,3.0,50.0,No
ORD10145,Hyderabad,South Indian,Sat,22,3,5.9,465,33,UPI,4.0,30.0,No
ORD10441,Delhi,Chinese,Sun,19,3,2.0,640,18,UPI,3.0,25.0,No
ORD10187,Delhi,Burger,Sun,18,2,6.5,451,29,UPI,5.0,25.0,No
ORD10053,Mumbai,Pizza,Fri,1,1,1.1,238,12,UPI,5.0,45.0,No
ORD10356,Delhi,South Indian,Mon,14,2,5.0,210,32,UPI,5.0,,No
ORD10246,Pune,Biryani,Sun,19,5,3.5,1464,31,UPI,5.0,45.0,No
ORD10041,Delhi,South Indian,Sun,22,1,5.2,195,35,Card,,20.0,No
ORD10435,Pune,Desserts,Sun,13,1,2.2,243,29,Card,5.0,35.0,No
ORD10576,Pune,Biryani,Wed,14,1,5.1,239,35,Cash,3.0,,No
ORD10183,Hyderabad,Biryani,Sun,23,2,4.8,524,28,Card,,15.0,No
ORD10493,Delhi,South Indian,Thu,13,2,6.0,262,30,Card,4.0,,No
ORD10600,Pune,Biryani,Mon,3,1,1.4,265,8,Card,,35.0,No
ORD10059,Pune,Biryani,Sun,20,3,6.8,797,35,Card,4.0,40.0,No
ORD10444,Bangalore,Desserts,Sat,12,2,1.4,427,22,UPI,4.0,60.0,No
ORD10361,Bangalore,Chinese,Sat,14,1,8.7,274,47,UPI,2.0,30.0,Yes
ORD10050,Bangalore,Pizza,Tue,19,6,3.9,1239,38,Card,4.0,60.0,No
ORD10313,Bangalore,Burger,Sat,23,1,3.7,279,22,UPI,5.0,,No
ORD10138,Hyderabad,Biryani,Sat,20,8,,2354,33,UPI,4.0,25.0,No
ORD10487,Pune,Burger,Thu,23,4,2.9,704,17,UPI,3.0,40.0,No
ORD10276,Bangalore,South Indian,Fri,22,3,1.3,351,17,UPI,5.0,25.0,No
ORD10396,Delhi,Burger,Sat,21,3,11.1,681,42,Cash,3.0,15.0,Yes
ORD10130,Bangalore,Pizza,Fri,17,2,4.3,419,36,UPI,4.0,35.0,No
ORD10215,Pune,Biryani,Mon,22,2,3.3,535,21,UPI,5.0,35.0,No
ORD10275,Mumbai,Biryani,Fri,19,2,4.4,583,33,Card,3.0,,No
ORD10013,Bangalore,Biryani,Sat,21,1,1.7,405,28,UPI,4.0,35.0,No
ORD10235,Bangalore,Desserts,Mon,13,3,1.5,483,24,Card,,20.0,No
ORD10478,Hyderabad,Chinese,Mon,20,5,4.3,903,22,UPI,,,No
ORD10473,Pune,Biryani,Tue,0,3,6.5,817,29,Card,,20.0,No
ORD10188,Pune,South Indian,Sun,22,2,1.5,324,28,Cash,4.0,5.0,No
ORD10239,Mumbai,Burger,Sat,21,1,3.1,268,33,Cash,4.0,25.0,No
ORD10418,Bangalore,Biryani,Mon,20,3,2.4,860,21,UPI,4.0,50.0,No
ORD10348,Pune,Chinese,Tue,2,2,2.2,526,15,UPI,3.0,40.0,No
ORD10242,Hyderabad,Biryani,Fri,14,2,4.3,510,26,Card,4.0,,No
ORD10297,Pune,Desserts,Sun,12,5,3.3,789,20,Card,3.0,40.0,No
ORD10572,Hyderabad,Desserts,Sat,13,2,2.0,392,13,UPI,5.0,45.0,No
ORD10437,Delhi,Biryani,Tue,21,1,11.3,280,41,Cash,3.0,5.0,Yes
ORD10535,Delhi,Chinese,Sun,21,1,8.5,271,48,Cash,4.0,,Yes
ORD10578,Pune,Biryani,Fri,2,1,7.1,255,37,UPI,5.0,35.0,No
ORD10126,Pune,Chinese,Sat,21,8,4.4,1518,21,UPI,,30.0,No
ORD10057,Bangalore,Pizza,Sun,21,2,3.7,594,29,Card,5.0,,No
ORD10502,Mumbai,Desserts,Sat,21,3,4.4,457,34,Card,4.0,30.0,No
ORD10349,Pune,Desserts,Sun,12,2,7.9,459,47,UPI,3.0,,Yes
ORD10383,Bangalore,Pizza,Fri,19,2,2.7,437,31,Cash,3.0,40.0,No
